,Unnamed: 0,Date,Station,Rainfall (mm),Temperature (°C),Humidity (%),Wind Speed (km/h),Precipitation Type
385,385,1/21/2023,Pokhara,58.99,18.1,48,3.8,Drizzle
386,386,1/22/2023,Pokhara,49.61,14.4,64,14.8,Snow
387,387,1/23/2023,Pokhara,67.68,28.6,97,0.6,Drizzle
388,388,1/24/2023,Pokhara,72.66,32.2,93,2.4,Rain
389,389,1/25/2023,Pokhara,73.94,20.2,50,15.9,Snow
390,390,1/26/2023,Pokhara,11.47,30.2,47,15.2,Rain
391,391,1/27/2023,Pokhara,18.83,29.8,48,0.5,Rain
392,392,1/28/2023,Pokhara,5.37,22.7,99,6.1,Drizzle
393,393,1/29/2023,Pokhara,0.0,29.1,56,2.2,Rain
394,394,1/30/2023,Pokhara,0.0,22.0,63,15.6,Drizzle
395,395,1/31/2023,Pokhara,0.0,28.5,52,11.5,Rain
396,396,2/1/2023,Pokhara,0.0,12.4,41,3.2,Rain
397,397,2/2/2023,Pokhara,20.47,19.8,49,7.6,Drizzle
398,398,2/3/2023,Pokhara,55.63,31.5,82,10.4,Rain
399,399,2/4/2023,Pokhara,6.379999999999999,13.3,88,10.7,
400,400,2/5/2023,Pokhara,0.0,21.5,68,4.5,Snow
401,401,2/6/2023,Pokhara,0.0,16.0,85,10.8,
402,402,2/7/2023,Pokhara,5.2,29.3,85,17.1,
403,403,2/8/2023,Pokhara,0.0,25.3,85,8.6,Rain
404,404,2/9/2023,Pokhara,0.0,33.9,75,13.9,
405,405,2/10/2023,Pokhara,15.219999999999999,20.6,63,16.2,Rain
406,406,2/11/2023,Pokhara,41.72,16.3,45,16.6,Drizzle
407,407,2/12/2023,Pokhara,37.44,27.5,96,18.9,Rain
408,408,2/13/2023,Pokhara,76.84,28.5,44,0.5,Drizzle
409,409,2/14/2023,Pokhara,15.68,31.5,78,4.7,
410,410,2/15/2023,Pokhara,9.35,23.6,69,7.2,Drizzle
411,411,2/16/2023,Pokhara,23.87,22.4,91,18.2,
412,412,2/17/2023,Pokhara,0.0,26.9,57,9.5,Rain
413,413,2/18/2023,Pokhara,0.0,12.3,82,2.8,Snow
414,414,2/19/2023,Pokhara,0.0,24.9,90,2.2,Snow
415,415,2/20/2023,Pokhara,44.99,31.4,55,14.1,
416,416,2/21/2023,Pokhara,64.62,27.7,45,11.6,
417,417,2/22/2023,Pokhara,16.93,22.8,91,11.2,
418,418,2/23/2023,Pokhara,48.94,33.4,70,11.3,Rain
419,419,2/24/2023,Pokhara,31.07,10.3,46,4.9,Drizzle
420,420,2/25/2023,Pokhara,0.0,34.1,68,14.7,
421,421,2/26/2023,Pokhara,0.0,21.4,54,10.8,
422,422,2/27/2023,Pokhara,0.0,15.9,68,3.5,
423,423,2/28/2023,Pokhara,0.0,16.1,76,16.5,Snow
424,424,3/1/2023,Pokhara,0.0,23.8,76,17.7,Rain
425,425,3/2/2023,Pokhara,69.05,24.8,91,2.3,Rain
426,426,3/3/2023,Pokhara,56.79,21.9,85,16.0,Drizzle
427,427,3/4/2023,Pokhara,5.4,17.8,76,9.5,
428,428,3/5/2023,Pokhara,0.0,28.6,41,12.1,
429,429,3/6/2023,Pokhara,13.57,23.6,87,13.9,Drizzle
430,430,3/7/2023,Pokhara,64.55,33.0,53,2.9,Rain
431,431,3/8/2023,Pokhara,20.95,10.5,78,10.5,Snow
432,432,3/9/2023,Pokhara,72.31,10.4,100,14.7,Drizzle
433,433,3/10/2023,Pokhara,0.0,33.3,63,13.9,
434,434,3/11/2023,Pokhara,49.45,12.0,89,17.6,
435,435,3/12/2023,Pokhara,98.01,25.7,51,13.5,
436,436,3/13/2023,Pokhara,20.81,22.9,61,5.3,Drizzle
437,437,3/14/2023,Pokhara,28.71,21.6,59,16.3,Drizzle
438,438,3/15/2023,Pokhara,65.65,27.0,51,12.8,Rain
439,439,3/16/2023,Pokhara,79.27,21.7,76,4.1,
440,440,3/17/2023,Pokhara,9.62,12.9,73,11.5,Drizzle
441,441,3/18/2023,Pokhara,0.0,19.1,89,9.7,
442,442,3/19/2023,Pokhara,0.0,10.0,88,9.0,
443,443,3/20/2023,Pokhara,61.1,32.7,90,10.7,Drizzle
444,444,3/21/2023,Pokhara,16.84,24.8,55,3.4,
445,445,3/22/2023,Pokhara,0.0,25.3,74,17.0,Rain
446,446,3/23/2023,Pokhara,79.91,25.0,45,13.0,Snow
447,447,3/24/2023,Pokhara,0.0,33.9,46,5.1,
448,448,3/25/2023,Pokhara,29.86,21.8,69,18.9,Snow
449,449,3/26/2023,Pokhara,89.08,24.6,76,1.6,
450,450,3/27/2023,Pokhara,22.69,11.8,87,0.1,
451,451,3/28/2023,Pokhara,83.23,26.0,68,14.7,Rain
452,452,3/29/2023,Pokhara,70.85,24.0,42,8.2,
453,453,3/30/2023,Pokhara,35.94,18.2,97,2.2,Drizzle
454,454,3/31/2023,Pokhara,19.69,30.0,61,17.1,Drizzle
455,455,4/1/2023,Pokhara,20.46,28.3,95,19.5,
456,456,4/2/2023,Pokhara,57.37,13.6,84,10.5,Drizzle
457,457,4/3/2023,Pokhara,99.62,30.7,49,1.0,Drizzle
458,458,4/4/2023,Pokhara,30.18,33.0,86,2.1,Drizzle
459,459,4/5/2023,Pokhara,56.63,26.8,100,19.7,Snow
460,460,4/6/2023,Pokhara,91.51,27.1,53,11.6,Snow
461,461,4/7/2023,Pokhara,96.3,22.0,50,15.4,Rain
462,462,4/8/2023,Pokhara,67.79,24.3,70,4.4,
463,463,4/9/2023,Pokhara,28.34,31.5,45,7.8,Rain
464,464,4/10/2023,Pokhara,74.04,34.2,92,9.9,Drizzle
465,465,4/11/2023,Pokhara,83.12,30.7,68,11.4,
466,466,4/12/2023,Pokhara,76.54,15.5,93,10.0,Snow
467,467,4/13/2023,Pokhara,49.08,23.8,98,11.4,
468,468,4/14/2023,Pokhara,70.62,28.9,91,7.4,Snow
469,469,4/15/2023,Pokhara,26.63,18.8,55,14.0,Rain
470,470,4/16/2023,Pokhara,0.0,31.7,58,19.5,Drizzle
471,471,4/17/2023,Pokhara,45.82,13.9,71,12.1,Snow
472,472,4/18/2023,Pokhara,84.87,14.0,50,10.8,
473,473,4/19/2023,Pokhara,71.79,25.6,54,1.8,Snow
474,474,4/20/2023,Pokhara,10.2,22.4,60,19.4,Rain
475,475,4/21/2023,Pokhara,0.0,21.4,59,13.2,Drizzle
476,476,4/22/2023,Pokhara,0.0,31.4,80,3.6,Drizzle
477,477,4/23/2023,Pokhara,0.0,31.8,91,14.6,Rain
478,478,4/24/2023,Pokhara,0.0,22.2,43,17.1,Snow
479,479,4/25/2023,Pokhara,12.03,24.7,61,8.1,Rain
480,480,4/26/2023,Pokhara,0.0,29.3,75,4.2,Rain
481,481,4/27/2023,Pokhara,5.98,32.5,50,7.4,Snow
482,482,4/28/2023,Pokhara,48.01,34.2,68,14.5,Snow
483,483,4/29/2023,Pokhara,45.4,23.0,56,0.3,
484,484,4/30/2023,Pokhara,34.77,27.5,68,8.2,Drizzle
485,485,5/1/2023,Pokhara,90.29,12.4,45,19.3,
486,486,5/2/2023,Pokhara,20.71,32.4,68,10.7,
487,487,5/3/2023,Pokhara,59.99,27.9,83,19.9,Drizzle
488,488,5/4/2023,Pokhara,52.36,27.0,67,18.8,Drizzle
489,489,5/5/2023,Pokhara,25.05,26.1,46,8.9,Rain
490,490,5/6/2023,Pokhara,0.0,18.1,51,2.7,Drizzle
491,491,5/7/2023,Pokhara,0.0,18.0,71,5.3,Drizzle
492,492,5/8/2023,Pokhara,79.91,30.2,54,6.3,Drizzle
493,493,5/9/2023,Pokhara,4.95,12.5,99,6.9,Drizzle
494,494,5/10/2023,Pokhara,50.09,28.9,52,19.6,Snow
495,495,5/11/2023,Pokhara,0.0,10.7,78,6.7,
496,496,5/12/2023,Pokhara,21.38,28.2,85,18.9,Snow
497,497,5/13/2023,Pokhara,83.48,14.6,67,5.8,Rain
498,498,5/14/2023,Pokhara,80.95,19.4,62,17.7,
499,499,5/15/2023,Pokhara,94.85,33.9,55,3.6,
500,500,5/16/2023,Pokhara,0.0,16.3,94,17.0,Rain
501,501,5/17/2023,Pokhara,58.53,34.8,89,7.2,Drizzle
502,502,5/18/2023,Pokhara,0.0,15.4,61,11.4,Drizzle
503,503,5/19/2023,Pokhara,88.89,13.8,69,6.0,Snow
504,504,5/20/2023,Pokhara,84.94,26.0,60,1.3,
505,505,5/21/2023,Pokhara,4.76,29.5,63,15.1,Rain
506,506,5/22/2023,Pokhara,8.42,30.0,42,17.6,Snow
507,507,5/23/2023,Pokhara,0.0,15.8,82,5.0,Snow
508,508,5/24/2023,Pokhara,98.21,17.9,92,14.9,Drizzle
509,509,5/25/2023,Pokhara,9.94,14.5,88,16.4,
510,510,5/26/2023,Pokhara,29.44,12.7,88,12.4,
511,511,5/27/2023,Pokhara,56.09,12.1,51,18.4,Rain
512,512,5/28/2023,Pokhara,74.31,25.2,85,10.8,Snow
513,513,5/29/2023,Pokhara,25.21,16.4,100,6.0,Rain
514,514,5/30/2023,Pokhara,0.0,34.5,68,8.0,Snow
515,515,5/31/2023,Pokhara,0.0,20.0,70,12.2,Snow
516,516,6/1/2023,Pokhara,2.7,18.9,62,16.4,Drizzle
517,517,6/2/2023,Pokhara,42.57,34.6,45,8.3,Rain
518,518,6/3/2023,Pokhara,71.62,32.1,90,6.9,Snow
519,519,6/4/2023,Pokhara,43.2,20.1,94,19.1,Rain
520,520,6/5/2023,Pokhara,79.74,34.1,71,3.0,Rain
521,521,6/6/2023,Pokhara,12.67,29.5,73,0.7,Rain
522,522,6/7/2023,Pokhara,43.29,34.4,63,5.0,Snow
523,523,6/8/2023,Pokhara,0.0,13.3,61,19.4,Drizzle
524,524,6/9/2023,Pokhara,54.27,22.8,69,7.5,Drizzle
525,525,6/10/2023,Pokhara,90.64,33.8,98,17.0,Rain
526,526,6/11/2023,Pokhara,57.65,21.8,45,10.9,Drizzle
527,527,6/12/2023,Pokhara,92.84,19.3,99,0.8,
528,528,6/13/2023,Pokhara,0.0,24.2,56,17.2,
529,529,6/14/2023,Pokhara,91.87,30.7,66,5.1,Rain
530,530,6/15/2023,Pokhara,0.0,21.9,68,12.8,
531,531,6/16/2023,Pokhara,0.94,19.3,76,1.0,Drizzle
532,532,6/17/2023,Pokhara,86.22,10.8,95,4.1,Snow
533,533,6/18/2023,Pokhara,0.0,28.5,43,17.6,Snow
534,534,6/19/2023,Pokhara,76.14,10.3,44,18.6,
535,535,6/20/2023,Pokhara,39.79,29.8,73,4.2,
536,536,6/21/2023,Pokhara,36.25,21.8,96,3.8,
537,537,6/22/2023,Pokhara,70.42,32.7,82,9.2,Drizzle
538,538,6/23/2023,Pokhara,0.0,21.3,77,13.6,Rain
539,539,6/24/2023,Pokhara,72.84,28.1,41,15.4,Drizzle
540,540,6/25/2023,Pokhara,41.98,14.9,78,9.3,Rain
541,541,6/26/2023,Pokhara,0.0,28.8,100,6.0,Drizzle
542,542,6/27/2023,Pokhara,0.0,20.8,67,14.2,Drizzle
543,543,6/28/2023,Pokhara,68.71,19.2,63,15.9,Drizzle
544,544,6/29/2023,Pokhara,0.0,18.9,45,5.6,Drizzle
545,545,6/30/2023,Pokhara,0.0,29.4,59,0.2,Rain
546,546,7/1/2023,Pokhara,18.02,20.2,57,12.8,Drizzle
547,547,7/2/2023,Pokhara,40.57,29.2,52,16.7,Snow
548,548,7/3/2023,Pokhara,0.0,15.3,44,4.2,
549,549,7/4/2023,Pokhara,10.77,34.3,50,6.6,
550,550,7/5/2023,Pokhara,84.25,27.4,63,12.4,
551,551,7/6/2023,Pokhara,0.0,34.7,79,8.8,
552,552,7/7/2023,Pokhara,0.0,32.7,89,12.7,Snow
553,553,7/8/2023,Pokhara,0.0,34.6,93,10.0,Snow
554,554,7/9/2023,Pokhara,79.58,18.2,94,8.2,Snow
555,555,7/10/2023,Pokhara,87.78,19.8,93,2.8,Drizzle
556,556,7/11/2023,Pokhara,0.0,23.8,77,8.6,Drizzle
557,557,7/12/2023,Pokhara,15.899999999999999,34.7,62,7.9,
558,558,7/13/2023,Pokhara,44.22,33.0,89,3.1,Snow
559,559,7/14/2023,Pokhara,1.77,28.5,91,8.7,Rain
560,560,7/15/2023,Pokhara,0.0,14.9,47,1.7,Snow
561,561,7/16/2023,Pokhara,0.0,12.2,93,3.8,Snow
562,562,7/17/2023,Pokhara,38.57,10.5,42,5.9,Rain
563,563,7/18/2023,Pokhara,26.72,17.1,96,3.5,
564,564,7/19/2023,Pokhara,0.0,32.3,67,16.6,Snow
565,565,7/20/2023,Pokhara,5.22,31.4,100,6.9,Snow
566,566,7/21/2023,Pokhara,62.96000000000001,30.8,94,7.8,Rain
567,567,7/22/2023,Pokhara,0.0,25.4,50,16.6,Drizzle
568,568,7/23/2023,Pokhara,82.7,28.5,99,6.9,Snow
569,569,7/24/2023,Pokhara,18.23,22.1,56,5.9,Snow
570,570,7/25/2023,Pokhara,30.4,23.4,66,5.7,Drizzle
571,571,7/26/2023,Pokhara,49.14,25.3,47,4.3,
572,572,7/27/2023,Pokhara,71.21,11.5,96,10.6,Rain
573,573,7/28/2023,Pokhara,51.43,11.2,75,6.8,Snow
574,574,7/29/2023,Pokhara,57.44,34.5,67,3.8,Drizzle
575,575,7/30/2023,Pokhara,46.05,15.5,49,3.4,
576,576,7/31/2023,Pokhara,27.79,20.4,83,7.2,Rain
577,577,8/1/2023,Pokhara,28.8,11.9,74,18.0,Snow
578,578,8/2/2023,Pokhara,0.0,20.3,72,14.0,Drizzle
579,579,8/3/2023,Pokhara,4.47,10.2,43,16.5,
580,580,8/4/2023,Pokhara,86.3,25.9,87,19.2,
581,581,8/5/2023,Pokhara,0.0,32.5,90,0.6,Snow
582,582,8/6/2023,Pokhara,92.66,34.3,50,7.8,Drizzle
583,583,8/7/2023,Pokhara,0.0,17.8,96,4.3,Drizzle
584,584,8/8/2023,Pokhara,3.4299999999999997,20.6,63,14.7,
585,585,8/9/2023,Pokhara,38.47,21.4,76,11.4,Snow
586,586,8/10/2023,Pokhara,28.75,17.5,55,12.5,Rain
587,587,8/11/2023,Pokhara,0.0,15.5,74,18.9,Snow
588,588,8/12/2023,Pokhara,0.0,27.5,93,18.9,Drizzle
589,589,8/13/2023,Pokhara,0.0,20.5,66,6.7,
590,590,8/14/2023,Pokhara,45.41,31.4,66,9.0,Rain
591,591,8/15/2023,Pokhara,0.0,34.9,84,2.8,Drizzle
592,592,8/16/2023,Pokhara,40.34,27.5,88,15.4,Rain
593,593,8/17/2023,Pokhara,62.47999999999999,21.9,85,16.2,Drizzle
594,594,8/18/2023,Pokhara,58.12,17.7,71,17.7,Drizzle
595,595,8/19/2023,Pokhara,78.19,17.3,78,14.6,Snow
596,596,8/20/2023,Pokhara,0.0,27.2,59,5.0,Rain
597,597,8/21/2023,Pokhara,35.4,29.9,80,18.1,Rain
598,598,8/22/2023,Pokhara,95.13,10.2,100,1.8,Drizzle
599,599,8/23/2023,Pokhara,0.0,24.2,65,14.2,Snow
600,600,8/24/2023,Pokhara,99.68,28.1,97,17.9,Rain
601,601,8/25/2023,Pokhara,4.18,15.8,73,1.2,Drizzle
602,602,8/26/2023,Pokhara,13.88,17.1,69,1.1,Snow
603,603,8/27/2023,Pokhara,0.0,28.5,51,16.6,
604,604,8/28/2023,Pokhara,19.31,22.4,67,5.4,Snow
605,605,8/29/2023,Pokhara,27.65,24.0,75,7.6,
606,606,8/30/2023,Pokhara,0.0,19.2,54,11.4,
607,607,8/31/2023,Pokhara,47.37,34.2,64,4.3,
608,608,9/1/2023,Pokhara,44.47,11.4,62,0.4,Rain
609,609,9/2/2023,Pokhara,0.0,34.1,76,7.1,
610,610,9/3/2023,Pokhara,37.15,16.3,100,8.3,
611,611,9/4/2023,Pokhara,61.32,14.1,93,2.4,
612,612,9/5/2023,Pokhara,53.86,11.0,82,4.2,
613,613,9/6/2023,Pokhara,2.79,23.2,71,2.9,
614,614,9/7/2023,Pokhara,30.810000000000002,26.1,82,8.1,Drizzle
615,615,9/8/2023,Pokhara,13.83,23.9,72,18.6,
616,616,9/9/2023,Pokhara,70.73,30.6,97,4.8,Rain
617,617,9/10/2023,Pokhara,29.5,18.2,98,3.8,
618,618,9/11/2023,Pokhara,0.0,27.7,56,14.5,
619,619,9/12/2023,Pokhara,55.13,12.3,100,9.1,Snow
620,620,9/13/2023,Pokhara,0.0,29.3,48,16.1,Rain
621,621,9/14/2023,Pokhara,0.0,12.5,91,14.8,Rain
622,622,9/15/2023,Pokhara,35.26,21.9,69,2.2,Snow
623,623,9/16/2023,Pokhara,30.129999999999995,11.6,44,11.6,
624,624,9/17/2023,Pokhara,63.56999999999999,10.6,50,7.8,
625,625,9/18/2023,Pokhara,6.859999999999999,27.3,47,7.9,Drizzle
626,626,9/19/2023,Pokhara,0.0,24.1,52,9.7,Drizzle
627,627,9/20/2023,Pokhara,20.76,16.6,67,12.6,Snow
628,628,9/21/2023,Pokhara,78.54,34.7,93,14.0,
629,629,9/22/2023,Pokhara,0.0,33.2,76,5.3,Snow
630,630,9/23/2023,Pokhara,37.7,28.7,40,6.2,Snow
631,631,9/24/2023,Pokhara,0.0,32.9,60,19.7,
632,632,9/25/2023,Pokhara,72.36,34.3,73,3.5,Snow
633,633,9/26/2023,Pokhara,2.67,24.1,98,18.2,Snow
634,634,9/27/2023,Pokhara,0.0,15.3,76,14.1,
635,635,9/28/2023,Pokhara,85.97,13.7,59,4.4,
636,636,9/29/2023,Pokhara,35.89,21.1,55,17.2,
637,637,9/30/2023,Pokhara,53.74,11.5,85,11.5,Rain
638,638,10/1/2023,Pokhara,0.0,23.0,100,2.5,
639,639,10/2/2023,Pokhara,0.0,21.8,72,5.9,Drizzle
640,640,10/3/2023,Pokhara,29.62,14.5,58,15.2,Snow
641,641,10/4/2023,Pokhara,72.69,33.2,81,4.2,
642,642,10/5/2023,Pokhara,29.46,22.8,50,0.1,Drizzle
643,643,10/6/2023,Pokhara,0.0,23.6,84,6.8,
644,644,10/7/2023,Pokhara,0.0,25.7,89,3.6,
645,645,10/8/2023,Pokhara,21.91,22.6,97,20.0,Drizzle
646,646,10/9/2023,Pokhara,98.35,34.9,79,12.2,Snow
647,647,10/10/2023,Pokhara,17.62,12.6,67,7.4,Drizzle
648,648,10/11/2023,Pokhara,67.39,12.3,61,14.6,Drizzle
649,649,10/12/2023,Pokhara,67.99,21.2,63,12.5,
650,650,10/13/2023,Pokhara,17.17,30.7,78,16.7,Snow
651,651,10/14/2023,Pokhara,88.72,12.5,61,17.8,Drizzle
652,652,10/15/2023,Pokhara,72.74,22.7,85,6.4,Drizzle
653,653,10/16/2023,Pokhara,52.03,14.8,42,2.2,Snow
654,654,10/17/2023,Pokhara,0.0,26.0,46,2.1,Drizzle
655,655,10/18/2023,Pokhara,22.42,19.3,72,7.0,Rain
656,656,10/19/2023,Pokhara,0.0,11.4,49,14.6,Snow
657,657,10/20/2023,Pokhara,50.73,24.4,63,6.0,Snow
658,658,10/21/2023,Pokhara,0.0,13.6,73,10.6,Rain
659,659,10/22/2023,Pokhara,0.0,10.1,40,11.7,Drizzle
660,660,10/23/2023,Pokhara,8.89,25.8,94,18.9,
661,661,10/24/2023,Pokhara,0.0,15.9,67,9.9,Rain
662,662,10/25/2023,Pokhara,5.81,30.2,63,1.7,Drizzle
663,663,10/26/2023,Pokhara,0.0,22.9,48,10.4,Drizzle
664,664,10/27/2023,Pokhara,16.9,21.8,56,16.7,Rain
665,665,10/28/2023,Pokhara,0.0,33.2,65,11.8,
666,666,10/29/2023,Pokhara,37.12,24.3,56,18.6,Rain
667,667,10/30/2023,Pokhara,87.7,23.4,71,8.7,Snow
668,668,10/31/2023,Pokhara,63.099999999999994,20.8,89,12.4,Snow
669,669,11/1/2023,Pokhara,13.12,24.7,43,10.0,Rain
670,670,11/2/2023,Pokhara,0.0,23.6,49,8.7,Rain
671,671,11/3/2023,Pokhara,0.0,17.7,78,15.6,Snow
672,672,11/4/2023,Pokhara,0.0,13.3,58,8.7,Rain
673,673,11/5/2023,Pokhara,44.54,33.3,71,4.2,Drizzle
674,674,11/6/2023,Pokhara,16.59,26.4,72,15.0,Snow
675,675,11/7/2023,Pokhara,50.43,33.4,60,1.7,Snow
676,676,11/8/2023,Pokhara,35.86,10.7,45,10.2,Snow
677,677,11/9/2023,Pokhara,49.7,13.3,84,5.1,Rain
678,678,11/10/2023,Pokhara,80.26,17.1,41,3.3,Snow
679,679,11/11/2023,Pokhara,84.99,14.8,50,4.8,Drizzle
680,680,11/12/2023,Pokhara,68.91,30.7,91,1.7,
681,681,11/13/2023,Pokhara,77.55,15.1,79,13.8,Drizzle
682,682,11/14/2023,Pokhara,0.0,22.1,71,16.4,Rain
683,683,11/15/2023,Pokhara,0.0,25.7,90,7.2,Rain
684,684,11/16/2023,Pokhara,30.89,17.4,86,10.8,Snow
685,685,11/17/2023,Pokhara,83.51,24.2,94,16.5,
686,686,11/18/2023,Pokhara,54.39,23.1,83,12.3,
687,687,11/19/2023,Pokhara,40.99,34.9,76,7.6,Snow
688,688,11/20/2023,Pokhara,0.0,18.2,76,13.5,Rain
689,689,11/21/2023,Pokhara,54.79,16.8,53,16.1,
690,690,11/22/2023,Pokhara,0.0,18.8,91,1.5,Drizzle
691,691,11/23/2023,Pokhara,45.78,25.1,88,17.9,Snow
692,692,11/24/2023,Pokhara,18.99,31.7,70,19.3,Snow
693,693,11/25/2023,Pokhara,58.49,13.4,78,1.5,Drizzle
694,694,11/26/2023,Pokhara,97.21,10.8,95,2.5,Snow
695,695,11/27/2023,Pokhara,9.27,19.7,73,11.1,Drizzle
696,696,11/28/2023,Pokhara,13.85,24.7,89,16.1,Rain
697,697,11/29/2023,Pokhara,21.0,16.3,98,15.9,Drizzle
698,698,11/30/2023,Pokhara,0.0,17.0,74,12.6,Rain
699,699,12/1/2023,Pokhara,0.0,33.8,77,16.1,Drizzle
700,700,12/2/2023,Pokhara,0.0,29.1,97,7.4,
701,701,12/3/2023,Pokhara,43.25,23.7,84,15.6,Snow
702,702,12/4/2023,Pokhara,62.78,26.1,71,13.2,Rain
703,703,12/5/2023,Pokhara,52.36,19.4,77,4.7,Rain
704,704,12/6/2023,Pokhara,75.2,28.9,75,6.7,
705,705,12/7/2023,Pokhara,0.0,33.0,46,5.0,Drizzle
706,706,12/8/2023,Pokhara,0.0,23.8,51,14.0,Rain
707,707,12/9/2023,Pokhara,0.0,19.1,57,19.2,Snow
708,708,12/10/2023,Pokhara,63.83,31.4,59,12.8,Rain
709,709,12/11/2023,Pokhara,94.53,33.7,73,15.6,
710,710,12/12/2023,Pokhara,91.62,31.2,43,1.2,Rain
711,711,12/13/2023,Pokhara,62.21000000000001,19.4,58,11.2,Rain
712,712,12/14/2023,Pokhara,60.38,11.3,88,16.2,Drizzle
713,713,12/15/2023,Pokhara,94.67,28.7,76,1.9,Rain
714,714,12/16/2023,Pokhara,36.84,15.3,83,12.1,Drizzle
715,715,12/17/2023,Pokhara,10.7,10.7,79,13.9,Snow
716,716,12/18/2023,Pokhara,37.44,28.5,58,7.0,Snow
717,717,12/19/2023,Pokhara,96.59,30.2,87,1.9,Rain
718,718,12/20/2023,Pokhara,32.7,19.0,84,0.0,Rain
719,719,12/21/2023,Pokhara,45.46,34.1,64,14.3,Drizzle
720,720,12/22/2023,Pokhara,87.43,24.7,92,4.7,Snow
721,721,12/23/2023,Pokhara,37.77,13.4,40,4.3,Rain
722,722,12/24/2023,Pokhara,74.18,30.1,48,1.7,
723,723,12/25/2023,Pokhara,57.32,18.1,87,7.5,Drizzle
724,724,12/26/2023,Pokhara,0.0,18.4,64,19.7,Rain
725,725,12/27/2023,Pokhara,88.83,34.9,71,2.1,Rain
726,726,12/28/2023,Pokhara,51.48,14.2,77,16.5,Drizzle
727,727,12/29/2023,Pokhara,0.0,17.7,45,8.8,
728,728,12/30/2023,Pokhara,44.34,26.8,44,13.4,Snow
729,729,12/31/2023,Pokhara,22.81,26.1,54,1.3,
730,730,1/1/2023,Biratnagar,18.27,33.8,72,4.3,Rain
731,731,1/2/2023,Biratnagar,9.08,16.8,74,17.1,Rain
732,732,1/3/2023,Biratnagar,70.58,16.8,80,18.8,
733,733,1/4/2023,Biratnagar,1.54,14.8,46,0.7,Snow
734,734,1/5/2023,Biratnagar,50.93,21.5,65,5.2,Rain
735,735,1/6/2023,Biratnagar,0.0,20.5,60,16.0,
736,736,1/7/2023,Biratnagar,0.0,33.5,43,0.7,Rain
737,737,1/8/2023,Biratnagar,0.0,13.7,47,6.5,Drizzle
738,738,1/9/2023,Biratnagar,53.83,33.0,40,4.9,Rain
739,739,1/10/2023,Biratnagar,91.94,23.4,66,9.6,
740,740,1/11/2023,Biratnagar,5.38,14.9,82,19.2,Drizzle
741,741,1/12/2023,Biratnagar,43.77,18.2,51,19.5,Snow
742,742,1/13/2023,Biratnagar,42.47,15.8,54,2.1,Rain
743,743,1/14/2023,Biratnagar,3.4700000000000006,31.7,73,12.5,Rain
744,744,1/15/2023,Biratnagar,90.83,14.2,98,9.3,Drizzle
745,745,1/16/2023,Biratnagar,0.0,31.1,96,14.8,Snow
746,746,1/17/2023,Biratnagar,72.25,14.2,47,11.3,
747,747,1/18/2023,Biratnagar,15.329999999999998,26.9,63,12.9,Rain
748,748,1/19/2023,Biratnagar,60.73,32.4,79,7.9,
749,749,1/20/2023,Biratnagar,93.91,19.8,49,19.7,
750,750,1/21/2023,Biratnagar,0.0,14.0,88,15.1,Rain
751,751,1/22/2023,Biratnagar,75.02,28.5,81,7.6,
752,752,1/23/2023,Biratnagar,10.85,14.8,97,9.7,
753,753,1/24/2023,Biratnagar,0.0,16.4,61,7.2,Rain
754,754,1/25/2023,Biratnagar,0.0,30.6,51,12.0,Drizzle
755,755,1/26/2023,Biratnagar,0.0,24.9,72,18.0,
756,756,1/27/2023,Biratnagar,76.5,28.3,97,12.4,Rain
757,757,1/28/2023,Biratnagar,23.26,21.8,45,9.6,Snow
758,758,1/29/2023,Biratnagar,0.7799999999999998,33.8,56,17.1,Drizzle
759,759,1/30/2023,Biratnagar,20.33,28.4,79,10.4,
760,760,1/31/2023,Biratnagar,9.16,19.0,71,12.8,Drizzle
761,761,2/1/2023,Biratnagar,0.0,26.0,46,11.2,Rain
762,762,2/2/2023,Biratnagar,0.0,23.2,67,14.3,Drizzle
763,763,2/3/2023,Biratnagar,7.800000000000001,24.7,78,14.5,Drizzle
764,764,2/4/2023,Biratnagar,0.0,17.1,85,6.2,
765,765,2/5/2023,Biratnagar,36.6,15.3,62,13.8,
766,766,2/6/2023,Biratnagar,36.47,21.4,71,16.6,Snow
767,767,2/7/2023,Biratnagar,36.1,16.6,53,6.8,Rain
768,768,2/8/2023,Biratnagar,0.0,11.0,63,18.0,Rain
769,769,2/9/2023,Biratnagar,79.18,30.5,65,5.9,Drizzle
770,770,2/10/2023,Biratnagar,53.06,10.9,97,5.2,Drizzle
771,771,2/11/2023,Biratnagar,54.51,15.1,77,11.5,
772,772,2/12/2023,Biratnagar,51.62,31.7,48,10.1,Rain
773,773,2/13/2023,Biratnagar,96.88,13.5,95,4.6,
774,774,2/14/2023,Biratnagar,84.49,15.2,76,5.1,Snow
775,775,2/15/2023,Biratnagar,99.01,16.0,66,14.6,Snow
776,776,2/16/2023,Biratnagar,35.53,25.7,55,15.1,Snow
777,777,2/17/2023,Biratnagar,68.73,16.4,100,19.3,Snow
778,778,2/18/2023,Biratnagar,0.0,25.4,84,7.8,Snow
779,779,2/19/2023,Biratnagar,96.63,16.6,84,14.4,Drizzle
780,780,2/20/2023,Biratnagar,44.37,12.1,60,0.4,
781,781,2/21/2023,Biratnagar,51.19,23.0,43,18.5,
782,782,2/22/2023,Biratnagar,55.78,29.1,88,14.4,Rain
